Company_Name,City,Country,Location,query_address,Latitude,Longitude
Team Clout,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
The Web Production,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
TOR Studio,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
Uroboros Games,Saint Petersburg,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.9606739,30.1586551
Tortuga Team,Kaliningrad,Russia,Kaliningrad,"Kaliningrad, Russia",54.7046485,20.4565666
SkyRiver Studios,Samara,Russia,Samara,"Samara, Russia",53.1956255,50.1014927
Alawar Cheerdealers,Novosibirsk,Russia,Novosibirsk,"Novosibirsk, Russia",55.0288307,82.9226887
Alawar Stargaze,Barnaul,Russia,Novosibirsk,"Barnaul, Russia",53.3475493,83.7788448
Dekovir Game Studios,Krasnoyarsk,Russia,Novosibirsk,"Krasnoyarsk, Russia",56.0091173,92.872586
Lemon Squeezy,Novosibirsk,Russia,Novosibirsk,"Novosibirsk, Russia",55.0288307,82.9226887
Luxorix Games,Krasnoyarsk,Russia,Novosibirsk,"Krasnoyarsk, Russia",56.0091173,92.872586
Matryoshka Games,Novosibirsk,Russia,Novosibirsk,"Novosibirsk, Russia",55.0288307,82.9226887
Redwood Games,Barnaul,Russia,Novosibirsk,"Barnaul, Russia",53.3475493,83.7788448
Stereo7 Games,Novosibirsk,Russia,Novosibirsk,"Novosibirsk, Russia",55.0288307,82.9226887
Unigine,Tomsk,Russia,Novosibirsk,"Tomsk, Russia",58.6124279,82.0475315
Yustas Games Studio,Tomsk,Russia,Novosibirsk,"Tomsk, Russia",58.6124279,82.0475315
Chudo-Yudo Games (Targem Games),Ekaterinburg,Russia,Ekaterinburg,"Ekaterinburg, Russia",56.8382071,60.6007886
Epsilon Games,Ufa,Russia,Ekaterinburg,"Ufa, Russia",54.7261409,55.947499
RTS Dimon,Chelyabinsk,Russia,Ekaterinburg,"Chelyabinsk, Russia",55.1598408,61.4025547
Targem Games,Ekaterinburg,Russia,Ekaterinburg,"Ekaterinburg, Russia",56.8382071,60.6007886
Abstract Digital,Quilpue,Chile,Santiago,"Quilpue, Chile",-33.0498135,-71.4415282
AOne Games,Providencia,Chile,Santiago,"Providencia, Chile",-33.4288379,-70.6113373
Drakkar Game Studio,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Dreams of Heaven Games,Quinta de Tilcoco,Chile,Santiago,"Quinta de Tilcoco, Chile",-34.3545849,-70.9638806
Dual Effect,Quilpue,Chile,Santiago,"Quilpue, Chile",-33.0498135,-71.4415282
igda Chile Chapter,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
IguanaBee,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Kemono Games,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Klonoz,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Micromoon Bugs,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Niebla Games,Valparaiso,Chile,Santiago,"Valparaiso, Chile",-32.5976089,-70.8529753
Octeto Studios,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Playmestudio,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Raincup Games,Concon,Chile,Santiago,"Concon, Chile",-32.9220036,-71.5159565
RAM CANDY,Limache,Chile,Santiago,"Limache, Chile",-33.0018741,-71.2657315
Rongcon Games,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Smarto Club,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Spoonman Games,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Sudaka Games,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Tinybytes Games,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Video Games Chile Videojuegos,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
VideoGames Chile,Santiago,Chile,Santiago,"Santiago, Chile",-33.4376995,-70.6510671
Bitcutter Studios,Regina,Canada,Regina,"Regina, Canada",50.4479733,-104.6158764
Bitwad Entertainment,Moose Jaw,Canada,Regina,"Moose Jaw, Canada",50.3967209,-105.535666
Cheekynauts Entertainment,Regina,Canada,Regina,"Regina, Canada",50.4479733,-104.6158764
Massive Corporation,Regina,Canada,Regina,"Regina, Canada",50.4479733,-104.6158764
SaskGameDev,Regina,Canada,Regina,"Regina, Canada",50.4479733,-104.6158764
SaskInteractive,Regina,Canada,Regina,"Regina, Canada",50.4479733,-104.6158764
Studio MDHR,Regina,Canada,Regina,"Regina, Canada",50.4479733,-104.6158764
Gogii Games,Moncton,Canada,Charlottetown,"Moncton, Canada",46.0985679,-64.8004265
Gogii Games Corp,Moncton,Canada,Charlottetown,"Moncton, Canada",46.0985679,-64.8004265
Red Crow Studio (Electronic Arts),Charlottetown,Canada,Charlottetown,"Charlottetown, Canada",46.2354187,-63.1265388
Videogames PEI (VGPEI),Charlottetown,Canada,Charlottetown,"Charlottetown, Canada",46.2354187,-63.1265388
Aquiris Game Studio,Porto Alegre,Brazil,Porto Alegre,"Porto Alegre, Brazil",-30.0324999,-51.2303767
Druzina Content,Porto Alegre,Brazil,Porto Alegre,"Porto Alegre, Brazil",-30.0324999,-51.2303767
Hermit Crab Games,Porto Alegre,Brazil,Porto Alegre,"Porto Alegre, Brazil",-30.0324999,-51.2303767
IMGNATION Studios,Santa Maria,Brazil,Porto Alegre,"Santa Maria, Brazil",-29.6860512,-53.8069214
Izyplay Game Studio,Pelotas,Brazil,Porto Alegre,"Pelotas, Brazil",-31.7699736,-52.3410161
MiniGoof Studio,Porto Alegre,Brazil,Porto Alegre,"Porto Alegre, Brazil",-30.0324999,-51.2303767
Minimol Games,Porto Alegre,Brazil,Porto Alegre,"Porto Alegre, Brazil",-30.0324999,-51.2303767
PixelHive,Porto Alegre,Brazil,Porto Alegre,"Porto Alegre, Brazil",-30.0324999,-51.2303767
Quiron Games,Campo Bom,Brazil,Porto Alegre,"Campo Bom, Brazil",-29.678418,-51.0572268
Rockhead Games,Porto Alegre,Brazil,Porto Alegre,"Porto Alegre, Brazil",-30.0324999,-51.2303767
aQuadiun,Londrina,Brazil,Londrina,"Londrina, Brazil",-23.3112878,-51.1595023
Green Sauce Games,Londrina,Brazil,Londrina,"Londrina, Brazil",-23.3112878,-51.1595023
Oniria,Londrina,Brazil,Londrina,"Londrina, Brazil",-23.3112878,-51.1595023
9heads Game Studios,Palhoca,Brazil,Florianopolis,"Palhoca, Brazil",-27.6447774,-48.6646323
Cafundo Creative Studio,Florianopolis,Brazil,Florianopolis,"Florianopolis, Brazil",-27.5973002,-48.5496098
Coffee Addict Studio,Ararangua,Brazil,Florianopolis,"Ararangua, Brazil",-28.9348832,-49.4858389
Flipstar Studios,Florianopolis,Brazil,Florianopolis,"Florianopolis, Brazil",-27.5973002,-48.5496098
Hoplon,Florianopolis,Brazil,Florianopolis,"Florianopolis, Brazil",-27.5973002,-48.5496098
Maqna Interactive,Florianopolis,Brazil,Florianopolis,"Florianopolis, Brazil",-27.5973002,-48.5496098
Plot Kids,Florianopolis,Brazil,Florianopolis,"Florianopolis, Brazil",-27.5973002,-48.5496098
SkyFox Games,Florianopolis,Brazil,Florianopolis,"Florianopolis, Brazil",-27.5973002,-48.5496098
Fennec Game Studio,Curitiba,Brazil,Curitiba,"Curitiba, Brazil",-25.4295963,-49.2712724
JoyMasher,Curitiba,Brazil,Curitiba,"Curitiba, Brazil",-25.4295963,-49.2712724
Sukafu Team,Curitiba,Brazil,Curitiba,"Curitiba, Brazil",-25.4295963,-49.2712724
Wingeon Game Studios,Curitiba,Brazil,Curitiba,"Curitiba, Brazil",-25.4295963,-49.2712724
Ansdor,Ipatinga,Brazil,Belo Horizonte,"Ipatinga, Brazil",-19.4777807,-42.5270802
Long Hat House,Belo Horizonte,Brazil,Belo Horizonte,"Belo Horizonte, Brazil",-19.9227318,-43.9450948
Onrizon,Belo Horizonte,Brazil,Belo Horizonte,"Belo Horizonte, Brazil",-19.9227318,-43.9450948
Rogue Snail,Belo Horizonte,Brazil,Belo Horizonte,"Belo Horizonte, Brazil",-19.9227318,-43.9450948
Umbu Games,Belo Horizonte,Brazil,Belo Horizonte,"Belo Horizonte, Brazil",-19.9227318,-43.9450948
Lumen Games,Aracaju,Brazil,Aracaju,"Aracaju, Brazil",-10.9162061,-37.0774655
Redhood Games,Aracaju,Brazil,Aracaju,"Aracaju, Brazil",-10.9162061,-37.0774655
1M Bits Horde,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Among Giants,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Aurecas,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Bandai Namco Entertainment Brazil,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Behemutt,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Big Green Pillow,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Cavylabs,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Coffeenauts,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Combo Game Studio,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Cruel Byte,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Digital Synapsis,Sao Jose dos Campos,Brazil,Sao Paulo,"Sao Jose dos Campos, Brazil",-23.1867782,-45.8854538
Electronic Arts Brazil,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Fanatee Games,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Fofuuu,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Fogo Games,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
GameBlox Interactive,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Gixer Entertainment,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
igda Campinas Chapter,Campinas,Brazil,Sao Paulo,"Campinas, Brazil",-22.9056391,-47.059564
igda Sorocaba Chapter,Sorocaba,Brazil,Sao Paulo,"Sorocaba, Brazil",-23.5003451,-47.4582864
Ilex Games,Campinas,Brazil,Sao Paulo,"Campinas, Brazil",-22.9056391,-47.059564
Insane Media,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Kinship Entertainment,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Latam Video Games Federation,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Lightmancer Studios,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Lunic Games,Santos,Brazil,Sao Paulo,"Santos, Brazil",-23.9609448,-46.3166316
Mad Mimic Interactive,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Megajogos (United JOY),Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
MNSTR Studio,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Mother Gaia Studio,Bauru,Brazil,Sao Paulo,"Bauru, Brazil",-22.3173803,-49.0689778
Muriki Studio,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Muve Digital,Sao Carlos,Brazil,Sao Paulo,"Sao Carlos, Brazil",-22.0180395,-47.891154
Orbit Studio,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Overtime Studios,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Pipa Studios,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Pocket Trap,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Pulsatrix Studios,Bela Vista,Brazil,Sao Paulo,"Bela Vista, Brazil",-22.107327,-56.5317344
Push Start,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Pushstart Studios,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Red Cerberus,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Roborar Digital,Piracicabap,Brazil,Sao Paulo,"Piracicabap, Brazil",,
Sad Socket,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Sinergia Studios,Paraiso,Brazil,Sao Paulo,"Paraiso, Brazil",-21.015911,-48.776105
Soundgrass Studio,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Spcine,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Statera Studio,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Studio Pixel Punk,Santo Andre,Brazil,Sao Paulo,"Santo Andre, Brazil",-23.6533509,-46.5279039
Sunblack Game Studio,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Tapps Games,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Too Dark Studios,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Ubisoft Sao Paulo,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Uzinah Game Studio,Ribeirao Preto,Brazil,Sao Paulo,"Ribeirao Preto, Brazil",-21.1776315,-47.8100983
Vertice Games,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
VRMonkey,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Webcore Games,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
ZNT Productions,Sao Paulo,Brazil,Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Bologna Game Farm,Bologna,Italy,Veneto,"Bologna, Italy",44.4938203,11.3426327
DestinyBit,Ravenna,Italy,Veneto,"Ravenna, Italy",44.3640607,12.0590095
Gamera Interactive,Padua,Italy,Veneto,"Padua, Italy",45.3984428,11.8956829
Just Funny Games,Imola,Italy,Veneto,"Imola, Italy",44.3535145,11.7141233
Khymeia,Noventa Padovana,Italy,Veneto,"Noventa Padovana, Italy",45.4142322,11.9507999
Rortos,Verona,Italy,Veneto,"Verona, Italy",45.4424977,10.9857377
Studio Evil,Bologna,Italy,Veneto,"Bologna, Italy",44.4938203,11.3426327
Ta2 Games,Trieste,Italy,Veneto,"Trieste, Italy",45.6496485,13.7772781
TiconBlu,Bologna,Italy,Veneto,"Bologna, Italy",44.4938203,11.3426327
Winter Wolves,Bologna,Italy,Veneto,"Bologna, Italy",44.4938203,11.3426327
Chamo Games,Lucca,Italy,Toscana,"Lucca, Italy",44.0177639,10.45443
CINIC Games,Pisa,Italy,Toscana,"Pisa, Italy",43.4714722,10.6797912
Commuter Games,Tivoli,Italy,Toscana,"Tivoli, Italy",41.960922,12.798884
LKA,Firenze,Italy,Toscana,"Firenze, Italy",43.7697955,11.2556404
Marslit Games,Lucca,Italy,Toscana,"Lucca, Italy",44.0177639,10.45443
Midnite,Cesena,Italy,Toscana,"Cesena, Italy",44.136352,12.2422442
Rednoy,Rome,Italy,Toscana,"Rome, Italy",41.8933203,12.4829321
Sedleo,Pistoia,Italy,Toscana,"Pistoia, Italy",43.9740957,10.8687081
Innovina Interactive,Genova,Italy,Liguria,"Genova, Italy",44.40726,8.9338624
Singular Perception,Pieve Ligure,Italy,Liguria,"Pieve Ligure, Italy",44.3762485,9.0861613
Studio Kiku,Genova,Italy,Liguria,"Genova, Italy",44.40726,8.9338624
The Space Backyard,Genova,Italy,Liguria,"Genova, Italy",44.40726,8.9338624
UNAmedia,Genova,Italy,Liguria,"Genova, Italy",44.40726,8.9338624
Untold Games,Genova,Italy,Liguria,"Genova, Italy",44.40726,8.9338624
68k Studios,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
EpochalStorm,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
Fantastico Studio,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
Forward Games,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
Frost Earth Studio,Capriglia Irpina,Italy,Rome,"Capriglia Irpina, Italy",40.960316,14.77724
GamePix,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
GhostShark Games,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
Haruneko Entertainment,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
indiegala,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
Invader Studios,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
Ivan Venturi Production,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
Meangrip Studios,Napoli,Italy,Rome,"Napoli, Italy",40.8358846,14.2487679
Morbidware,Ciampino,Italy,Rome,"Ciampino, Italy",41.8002891,12.6004706
Panik Arcade,Ancona,Italy,Rome,"Ancona, Italy",43.4801189,13.2187279
Raylight Games,Benevento,Italy,Rome,"Benevento, Italy",41.2476307,14.7057054
redBit Games,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
SpinVector,Benevento,Italy,Rome,"Benevento, Italy",41.2476307,14.7057054
Storm in a Teacup,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
Tealkat Games,Norcia,Italy,Rome,"Norcia, Italy",42.7924117,13.0929279
Yonder,Rome,Italy,Rome,"Rome, Italy",41.8933203,12.4829321
Drakkar Dev,Catania,Italy,Sicilia,"Catania, Italy",37.5023612,15.0873718
E-ludo Interactive,Syracuse,Italy,Sicilia,"Syracuse, Italy",37.0315752,15.2124277
Kid Onion Studio,Catania,Italy,Sicilia,"Catania, Italy",37.5023612,15.0873718
Little Sewing Machine,Catania,Italy,Sicilia,"Catania, Italy",37.5023612,15.0873718
NAPS Team,Messino,Italy,Sicilia,"Messino, Italy",38.0809657,16.1222861
Sylphe Labs,Palermo,Italy,Sicilia,"Palermo, Italy",38.1112268,13.3524434
Akaoni Studios,Valencia,Spain,Valencia,"Valencia, Spain",39.4697065,-0.3763353
Chibig Studios,Valencia,Spain,Valencia,"Valencia, Spain",39.4697065,-0.3763353
Devilish Games,Villena,Spain,Valencia,"Villena, Spain",38.6360967,-0.8659745
Digital Sun Games,Valencia,Spain,Valencia,"Valencia, Spain",39.4697065,-0.3763353
Hidden Trap,Villarreal,Spain,Valencia,"Villarreal, Spain",39.9372616,-0.1004465
Inverge Studios,Valencia,Spain,Valencia,"Valencia, Spain",39.4697065,-0.3763353
Nopopo,Valencia,Spain,Valencia,"Valencia, Spain",39.4697065,-0.3763353
Nukefist,Valencia,Spain,Valencia,"Valencia, Spain",39.4697065,-0.3763353
Selkie Harbor,Valencia,Spain,Valencia,"Valencia, Spain",39.4697065,-0.3763353
Shanblue Interactive,Valencia,Spain,Valencia,"Valencia, Spain",39.4697065,-0.3763353
Tama Games,Valencia,Spain,Valencia,"Valencia, Spain",39.4697065,-0.3763353
Wild Sphere,Valencia,Spain,Valencia,"Valencia, Spain",39.4697065,-0.3763353
Atawhai Interactive,Dunedin,New Zealand,Dunedin,"Dunedin, New Zealand",-45.8740984,170.5035755
Balancing Monkey Games,Dunedin,New Zealand,Dunedin,"Dunedin, New Zealand",-45.8740984,170.5035755
Catobyte,Frankton,New Zealand,Dunedin,"Frankton, New Zealand",-37.7909408,175.2571104
CODE,Dunedin,New Zealand,Dunedin,"Dunedin, New Zealand",-45.8740984,170.5035755
Deep Field Games,Dunedin,New Zealand,Dunedin,"Dunedin, New Zealand",-45.8740984,170.5035755
Hyporeal Games,Dunedin,New Zealand,Dunedin,"Dunedin, New Zealand",-45.8740984,170.5035755
Mune Studio,Dunedin,New Zealand,Dunedin,"Dunedin, New Zealand",-45.8740984,170.5035755
Runawayplay,Dunedin,New Zealand,Dunedin,"Dunedin, New Zealand",-45.8740984,170.5035755
Black Lab Games,Leederville,Australia,Perth,"Leederville, Australia",-31.9330799,115.8414423
Haven Software,Perth,Australia,Perth,"Perth, Australia",-31.9558967,115.8605784
Moss Wolf Games,Tuart Hill,Australia,Perth,"Tuart Hill, Australia",-31.8986812,115.8346053
Tinyware Games,City Beach,Australia,Perth,"City Beach, Australia",-31.9364674,115.7599058
Unikat,Perth,Australia,Perth,"Perth, Australia",-31.9558967,115.8605784
WeatherFell,Perth,Australia,Perth,"Perth, Australia",-31.9558967,115.8605784
Aliasworlds Entertainment,Minsk,Belarus,Minsk,"Minsk, Belarus",53.9024716,27.5618225
Aterdux Entertainment,Minsk,Belarus,Minsk,"Minsk, Belarus",53.9024716,27.5618225
Game Stream (Wargaming),Minsk,Belarus,Minsk,"Minsk, Belarus",53.9024716,27.5618225
Neskin,Minsk,Belarus,Minsk,"Minsk, Belarus",53.9024716,27.5618225
Swag Masha,Minsk,Belarus,Minsk,"Minsk, Belarus",53.9024716,27.5618225
Vizor Interactive,Minsk,Belarus,Minsk,"Minsk, Belarus",53.9024716,27.5618225
Beast Burst Entertainment,Sofia,Bulgaria,Sofia,"Sofia, Bulgaria",42.6977028,23.3217359
Creative Assembly Sofia,Sofia,Bulgaria,Sofia,"Sofia, Bulgaria",42.6977028,23.3217359
DragonFly Studio,Varna,Bulgaria,Sofia,"Varna, Bulgaria",43.2073873,27.9166653
Dreamteck,Sofia,Bulgaria,Sofia,"Sofia, Bulgaria",42.6977028,23.3217359
Forty Media OOD,Sofia,Bulgaria,Sofia,"Sofia, Bulgaria",42.6977028,23.3217359
Haemimont Games,Sofia,Bulgaria,Sofia,"Sofia, Bulgaria",42.6977028,23.3217359
Imperia Online,Sofia,Bulgaria,Sofia,"Sofia, Bulgaria",42.6977028,23.3217359
KAMAi MEDIA,Bitola,North Macedonia,Sofia,"Bitola, North Macedonia",41.0316005,21.3302511
Kyodai (SOEDESCO),Sofia,Bulgaria,Sofia,"Sofia, Bulgaria",42.6977028,23.3217359
Macedonian Game Developers Association (MAGDA),Skopje,North Macedonia,Sofia,"Skopje, North Macedonia",41.9962164,21.4318935
